"","Date","visitor_count","is_schyr","quarter","year","school_year","enrollment","total_trips","X","Quarter..String.","major_enroll","tot_major_count","totcs","totcy","plotdate","non_cy","cs_pct","STATION","NAME","DATE","AWND","PGTM","PRCP","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10"
"1984",2015-01-03,91,1,1,2015,2014,5792,1,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/3/15",5.14,703,0.55,37,31,330,130,12.1,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985",2015-01-04,75,1,1,2015,2014,5792,1,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/4/15",12.75,1516,0.1,36,5,300,300,23.9,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986",2015-01-05,444,1,1,2015,2014,5792,5,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/5/15",10.29,1039,0.11,10,-1,260,250,17,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987",2015-01-06,338,1,1,2015,2014,5792,1,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/6/15",12.53,1434,0,12,5,270,260,25.1,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988",2015-01-07,448,1,1,2015,2014,5792,1,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/7/15",16.11,545,0,8,-4,320,330,25.9,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989",2015-01-08,397,1,1,2015,2014,5792,5,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/8/15",17.22,1602,0.05,20,-7,210,210,29.1,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990",2015-01-09,364,1,1,2015,2014,5792,3,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/9/15",16.33,27,0,16,3,310,300,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991",2015-01-10,160,1,1,2015,2014,5792,4,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/10/15",12.53,1135,0,26,0,210,220,23.9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992",2015-01-11,300,1,1,2015,2014,5792,0,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/11/15",10.07,1605,0.12,34,25,210,210,16.1,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993",2015-01-12,705,1,1,2015,2014,5792,8,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/12/15",12.53,1239,0.03,30,19,360,360,23.9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994",2015-01-13,681,1,1,2015,2014,5792,5,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/13/15",8.05,33,0,23,13,40,30,19.9,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995",2015-01-14,738,1,1,2015,2014,5792,8,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/14/15",7.16,1901,0,21,5,200,170,14.1,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996",2015-01-15,630,1,1,2015,2014,5792,10,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/15/15",10.74,1226,0,36,17,250,250,21,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997",2015-01-16,429,1,1,2015,2014,5792,7,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/16/15",6.49,2105,0,35,22,140,140,14.1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998",2015-01-17,158,1,1,2015,2014,5792,7,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/17/15",15.43,1040,0,44,30,210,210,25.1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999",2015-01-18,275,1,1,2015,2014,5792,4,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/18/15",10.51,121,0,43,31,290,250,21,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000",2015-01-19,428,1,1,2015,2014,5792,3,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/19/15",4.92,1814,0,43,27,100,100,12.1,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001",2015-01-20,744,1,1,2015,2014,5792,14,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/20/15",6.49,1655,0.01,40,33,20,20,14.1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002",2015-01-21,845,1,1,2015,2014,5792,11,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/21/15",7.38,1234,0,36,31,350,10,14.1,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003",2015-01-22,629,1,1,2015,2014,5792,17,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/22/15",6.04,2347,0,34,30,240,230,15,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004",2015-01-23,404,1,1,2015,2014,5792,14,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/23/15",11.86,1015,0,34,30,250,220,17,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005",2015-01-24,229,1,1,2015,2014,5792,9,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/24/15",8.72,1213,0,45,32,240,290,17,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006",2015-01-25,374,1,1,2015,2014,5792,0,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/25/15",15.88,1455,0.06,38,26,30,30,25.9,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007",2015-01-26,680,1,1,2015,2014,5792,9,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/26/15",5.82,8,0.04,29,21,60,70,16.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008",2015-01-27,666,1,1,2015,2014,5792,5,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/27/15",6.49,1446,0,33,24,30,40,14.1,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009",2015-01-28,806,1,1,2015,2014,5792,18,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/28/15",10.74,1928,0.03,36,24,170,150,21,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010",2015-01-29,678,1,1,2015,2014,5792,18,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/29/15",14.76,1127,0,39,31,330,320,23.9,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011",2015-01-30,465,1,1,2015,2014,5792,10,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/30/15",7.83,206,0,32,23,340,340,23,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012",2015-01-31,247,1,1,2015,2014,5792,5,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1/31/15",7.61,1041,0.13,39,23,250,240,17,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013",2015-02-01,202,1,1,2015,2014,5792,1,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/1/15",17.45,2008,0.33,33,21,30,30,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014",2015-02-02,579,1,1,2015,2014,5792,1,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/2/15",12.97,143,0,22,9,360,360,25.1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015",2015-02-03,552,1,1,2015,2014,5792,2,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/3/15",6.71,1444,0.05,30,8,220,210,15,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016",2015-02-04,612,1,1,2015,2014,5792,6,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/4/15",9.4,1544,0,30,12,330,310,18.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017",2015-02-05,592,1,1,2015,2014,5792,3,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/5/15",9.17,1910,0,17,3,220,220,18.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018",2015-02-06,355,1,1,2015,2014,5792,5,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/6/15",9.17,1618,0,32,15,240,170,15,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019",2015-02-07,200,1,1,2015,2014,5792,2,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/7/15",8.72,1449,0,44,25,200,170,15,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020",2015-02-08,434,1,1,2015,2014,5792,0,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/8/15",10.74,1834,0,42,31,10,10,21.9,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021",2015-02-09,602,1,1,2015,2014,5792,5,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/9/15",14.09,131,0,31,26,30,20,23,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022",2015-02-10,665,1,1,2015,2014,5792,9,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/10/15",7.83,2104,0,33,25,140,140,18.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023",2015-02-11,645,1,1,2015,2014,5792,10,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/11/15",12.97,1847,0,38,21,290,280,23.9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024",2015-02-12,534,1,1,2015,2014,5792,9,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/12/15",13.87,534,0,21,11,340,320,28,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2025",2015-02-13,263,1,1,2015,2014,5792,7,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/13/15",11.18,1616,0,29,7,220,210,19.9,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026",2015-02-14,131,1,1,2015,2014,5792,4,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/14/15",19.69,758,0,29,4,320,320,36.9,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2027",2015-02-15,268,1,1,2015,2014,5792,0,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/15/15",9.17,139,0,17,0,330,330,18.1,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2028",2015-02-16,639,1,1,2015,2014,5792,5,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/16/15",4.7,23,0,19,8,120,120,10.1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2029",2015-02-17,663,1,1,2015,2014,5792,7,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/17/15",12.3,1608,0,22,11,280,280,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2030",2015-02-18,697,1,1,2015,2014,5792,3,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/18/15",14.76,1625,0,11,0,310,280,23.9,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2031",2015-02-19,560,1,1,2015,2014,5792,4,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/19/15",11.18,1045,0,7,-5,320,310,21,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2032",2015-02-20,391,1,1,2015,2014,5792,0,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/20/15",12.53,1103,0,20,-1,170,180,21.9,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2033",2015-02-21,242,1,1,2015,2014,5792,2,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/21/15",4.47,1,0,33,19,190,190,12.1,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2034",2015-02-22,413,1,1,2015,2014,5792,1,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/22/15",13.42,1708,0,30,7,330,330,19.9,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2035",2015-02-23,712,1,1,2015,2014,5792,9,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/23/15",9.84,47,0,15,0,340,330,18.1,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2036",2015-02-24,631,1,1,2015,2014,5792,8,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/24/15",14.99,1129,0,32,6,240,220,25.9,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2037",2015-02-25,659,1,1,2015,2014,5792,10,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/25/15",8.72,113,0.06,28,16,50,350,16.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2038",2015-02-26,547,1,1,2015,2014,5792,4,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/26/15",13.2,908,0,22,7,30,30,23,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2039",2015-02-27,423,1,1,2015,2014,5792,9,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/27/15",6.93,1235,0,17,0,240,280,14.1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2040",2015-02-28,239,1,1,2015,2014,5792,0,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2/28/15",5.37,1310,0,23,1,160,140,14.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2041",2015-03-01,359,1,1,2015,2014,5792,1,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/1/15",6.71,2227,0.01,27,18,280,280,17,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2042",2015-03-02,719,1,1,2015,2014,5792,7,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/2/15",6.71,1953,0,34,16,80,170,14.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2043",2015-03-03,651,1,1,2015,2014,5792,6,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/3/15",12.53,1507,0.1,37,27,260,280,23,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2044",2015-03-04,771,1,1,2015,2014,5792,8,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/4/15",12.3,1543,0,33,14,320,330,21.9,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2045",2015-03-05,643,1,1,2015,2014,5792,6,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/5/15",9.62,1220,0,19,8,330,290,16.1,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2046",2015-03-06,549,1,1,2015,2014,5792,6,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/6/15",13.2,1514,0,27,6,210,200,23.9,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2047",2015-03-07,332,1,1,2015,2014,5792,2,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/7/15",11.18,1345,0,46,26,250,280,21,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2048",2015-03-08,537,1,1,2015,2014,5792,2,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/8/15",6.71,1307,0,42,31,250,240,15,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2049",2015-03-09,780,1,1,2015,2014,5792,11,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/9/15",5.82,2310,0,52,28,200,200,14.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2050",2015-03-10,829,1,1,2015,2014,5792,23,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/10/15",6.93,2,0,54,38,200,210,13,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2051",2015-03-11,807,1,1,2015,2014,5792,17,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/11/15",6.26,1221,0,54,36,60,60,16.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2052",2015-03-12,724,1,1,2015,2014,5792,19,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/12/15",8.95,1044,0,58,33,130,150,19.9,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2053",2015-03-13,687,1,1,2015,2014,5792,12,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/13/15",6.71,1636,0,65,41,200,170,13,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2054",2015-03-14,481,1,1,2015,2014,5792,28,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/14/15",8.72,1451,0,62,40,280,290,23,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2055",2015-03-15,750,1,1,2015,2014,5792,16,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/15/15",10.51,1619,0,64,34,210,200,21.9,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2056",2015-03-16,919,1,1,2015,2014,5792,25,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/16/15",14.09,2311,0,74,44,10,20,29.1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2057",2015-03-17,815,1,1,2015,2014,5792,16,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/17/15",14.32,457,0,44,31,20,20,32,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2058",2015-03-18,859,1,1,2015,2014,5792,21,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/18/15",4.92,1403,0,50,30,90,70,15,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2059",2015-03-19,472,1,1,2015,2014,5792,23,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/19/15",9.17,1009,0,50,41,100,100,18.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2060",2015-03-20,245,1,1,2015,2014,5792,12,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/20/15",10.07,1904,0,52,39,210,200,16.1,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2061",2015-03-21,133,1,1,2015,2014,5792,9,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/21/15",11.86,914,0,50,35,30,10,19.9,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2062",2015-03-22,116,1,1,2015,2014,5792,2,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/22/15",12.97,1001,0,37,30,20,70,18.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2063",2015-03-23,125,1,1,2015,2014,5792,2,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/23/15",12.3,1115,0.15,34,30,100,90,19.9,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2064",2015-03-24,143,1,1,2015,2014,5792,10,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/24/15",10.96,2312,0.04,40,25,120,110,18.1,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2065",2015-03-25,201,1,1,2015,2014,5792,12,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/25/15",11.86,758,0.13,43,38,250,290,23,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2066",2015-03-26,174,1,1,2015,2014,5792,15,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/26/15",10.07,2353,0,46,34,350,350,18.1,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2067",2015-03-27,141,1,1,2015,2014,5792,11,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/27/15",13.2,552,0.01,34,25,20,350,21,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2068",2015-03-28,99,1,1,2015,2014,5792,3,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/28/15",6.71,1220,0,37,21,90,60,13,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2069",2015-03-29,93,1,1,2015,2014,5792,10,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/29/15",14.99,1237,0.04,51,28,170,170,29.1,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2070",2015-03-30,400,1,1,2015,2014,5792,24,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/30/15",10.51,2344,0,64,37,210,220,23,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2071",2015-03-31,619,1,1,2015,2014,5792,23,24,"Winter 2015",5591,5722,124,2072,2015.25,3650,0.033972603,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","3/31/15",10.07,135,0,57,41,250,250,23,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2072",2015-04-01,514,1,2,2015,2014,5792,34,25,"Spring 2015",5395,6523,186,1555,2015.5,4968,0.037439614,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","4/1/15",11.63,1744,0,74,41,180,200,21.9,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2073",2015-04-02,437,1,2,2015,2014,5792,15,25,"Spring 2015",5395,6523,186,1555,2015.5,4968,0.037439614,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","4/2/15",10.29,56,0.27,68,50,300,200,19.9,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2074",2015-04-03,368,1,2,2015,2014,5792,16,25,"Spring 2015",5395,6523,186,1555,2015.5,4968,0.037439614,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","4/3/15",10.96,1624,0,57,33,10,20,19.9,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2075",2015-04-04,189,1,2,2015,2014,5792,22,25,"Spring 2015",5395,6523,186,1555,2015.5,4968,0.037439614,"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","4/4/15",12.08,1333,0,61,31,260,260,28,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
